referencia,descricao,gaveta,dataRetirada,horaRetirada,dataDevolucao,horaDevolucao,usuario,setor
44051108,"Alicate Desencapador de Fios Automático 8""",7,17/07/2023,7:44,17/07/2023,7:45,Administrador,Admin
44036030,Mini Corta-Tubos - PVC e Cobre,7,17/07/2023,7:45,17/07/2023,7:45,Administrador,Admin
44676103,"Chave Meia-Lua 9/16x5/8""",4,17/07/2023,8:50,17/07/2023,8:50,Tramontina Pro,Tramontina
44620102,"Chave Fixa 1/2x9/16""",5,17/07/2023,8:51,17/07/2023,8:51,Tramontina Pro,Tramontina
44620100,"Chave Fixa 1/4x5/16""",5,17/07/2023,8:51,17/07/2023,8:51,Tramontina Pro,Tramontina
44801101,"Adaptador 1/4"" x 3/8""",6,17/07/2023,8:53,17/07/2023,8:53,Tramontina Pro,Tramontina
44801101,"Adaptador 1/4"" x 3/8""",6,17/07/2023,8:53,17/07/2023,8:53,Tramontina Pro,Tramontina
44851119,"Soquete Xtractor Plus 19 mm - Encaixe 1/2""",6,17/07/2023,8:54,17/07/2023,8:54,Tramontina Pro,Tramontina
44801101,"Adaptador 1/4"" x 3/8""",6,17/07/2023,8:56,17/07/2023,8:57,Tramontina Pro,Tramontina
44801101,"Adaptador 1/4"" x 3/8""",6,17/07/2023,8:57,17/07/2023,8:57,Tramontina Pro,Tramontina
44801101,"Adaptador 1/4"" x 3/8""",6,17/07/2023,8:58,17/07/2023,8:58,Tramontina Pro,Tramontina
44801101,"Adaptador 1/4"" x 3/8""",6,17/07/2023,8:59,17/07/2023,9:03,Tramontina Pro,Tramontina
44801101,"Adaptador 1/4"" x 3/8""",6,17/07/2023,9:03,17/07/2023,9:04,Tramontina Pro,Tramontina
44801101,"Adaptador 1/4"" x 3/8""",6,17/07/2023,9:04,17/07/2023,9:05,Tramontina Pro,Tramontina
44004183,"Alicate Meia Cana - Bico Longo Reto Isolado 1.000 V 8""",1,17/07/2023,9:05,17/07/2023,9:06,Tramontina Pro,Tramontina
00000001,Calculadora,7,17/07/2023,9:34,17/07/2023,9:35,Tramontina Pro,Tramontina
44095501,Riscador Tipo Caneta,7,17/07/2023,9:35,17/07/2023,9:36,Tramontina Pro,Tramontina
43158305,Trena Profissional Tramontina com Ponta Magnética 5 m,7,17/07/2023,9:35,17/07/2023,9:36,Tramontina Pro,Tramontina
44095501,Riscador Tipo Caneta,7,17/07/2023,10:38,17/07/2023,10:40,Administrador,Admin
44095501,Riscador Tipo Caneta,7,17/07/2023,10:42,17/07/2023,10:42,Administrador,Admin
44095501,Riscador Tipo Caneta,7,17/07/2023,10:43,17/07/2023,10:43,Administrador,Admin
44095501,Riscador Tipo Caneta,7,17/07/2023,10:43,17/07/2023,10:44,Administrador,Admin
44550303,Lanterna de LED Recarregável com Gancho Magnético,7,17/07/2023,10:44,17/07/2023,10:44,Administrador,Admin
44095501,Riscador Tipo Caneta,7,17/07/2023,10:44,17/07/2023,10:45,Administrador,Admin
44095501,Riscador Tipo Caneta,7,17/07/2023,10:45,17/07/2023,10:45,Administrador,Admin
44095501,Riscador Tipo Caneta,7,17/07/2023,10:45,17/07/2023,11:07,Administrador,Admin
44095501,Riscador Tipo Caneta,7,17/07/2023,11:08,17/07/2023,11:08,Administrador,Admin
44095501,Riscador Tipo Caneta,7,17/07/2023,11:08,17/07/2023,11:08,Administrador,Admin
44801101,"Adaptador 1/4"" x 3/8""",6,17/07/2023,11:09,17/07/2023,11:09,Administrador,Admin
44801101,"Adaptador 1/4"" x 3/8""",6,17/07/2023,11:10,17/07/2023,11:10,Administrador,Admin
